"Coordinate" "plate.name" "Time" "OD600" "Strain" "Condition" "Bio_Rep"
"D10" "B4" 2220 0.1536 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2220 0.0975 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2220 0.1024 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2220 0.1966 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2220 0.2191 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2220 0.1252 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2220 0.2418 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2220 0.2246 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2220 0.199 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2220 0.2071 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2220 0.0546 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2220 0.1225 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2220 0.0984 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2220 0.1289 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2220 0.1586 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2220 0.0714 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2220 0.121 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2220 0.1185 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2220 0.121 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2220 0.0537 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2220 0.2478 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2220 0.1142 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2220 0.1773 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2220 0.0965 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2220 0.0493 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2220 0.0396 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2220 0.0871 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2220 0.1098 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2220 0.0369 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2220 0.0446 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2220 0.0433 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2220 0.099 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2280 0.0877 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2280 0.1215 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2280 0.1267 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2280 0.0894 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2280 0.1312 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2280 0.0648 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2280 0.1532 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2280 0.0688 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2280 0.0029 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2280 0.0091 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2280 0.0911 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2280 0.1808 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2280 0.2406 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2280 0.0571 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2280 0.1399 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2280 0.0169 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2280 0.0086 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2280 0.0717 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2280 0.1916 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2280 0.1756 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2280 0.0805 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2280 0.1218 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2280 0.0938 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2280 0.0971 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2280 0.1357 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2280 0.272 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2280 0.1608 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2280 0.163 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2280 0.1537 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2280 0.0967 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2280 0.1022 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2280 0.1967 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2280 0.2199 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2280 0.1274 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2280 0.2424 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2280 0.2255 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2280 0.1992 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2280 0.2081 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2280 0.0534 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2280 0.122 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2280 0.0998 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2280 0.1234 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2280 0.1547 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2280 0.0729 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2280 0.1224 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2280 0.1195 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2280 0.1203 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2280 0.0536 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2280 0.247 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2280 0.1144 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2280 0.1775 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2280 0.1005 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2280 0.0463 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2280 0.0387 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2280 0.088 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2280 0.1099 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2280 0.0372 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2280 0.0443 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2280 0.042 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2280 0.0988 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2340 0.0879 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2340 0.1219 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2340 0.127 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2340 0.0899 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2340 0.1316 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2340 0.0645 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2340 0.1537 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2340 0.0689 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2340 0.003 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2340 0.009 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2340 0.0913 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2340 0.1819 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2340 0.2415 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2340 0.0574 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2340 0.1399 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2340 0.0169 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2340 0.0087 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2340 0.0717 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2340 0.1923 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2340 0.1763 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2340 0.0809 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2340 0.1225 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2340 0.0941 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2340 0.0973 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2340 0.1359 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2340 0.2731 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2340 0.1611 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2340 0.163 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2340 0.1552 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2340 0.0974 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2340 0.1026 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2340 0.198 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2340 0.2215 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2340 0.1282 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2340 0.2434 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2340 0.2258 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2340 0.1979 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2340 0.2083 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2340 0.0544 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2340 0.1222 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2340 0.0995 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2340 0.1232 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2340 0.1544 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2340 0.0737 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2340 0.1233 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2340 0.1204 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2340 0.1203 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2340 0.0535 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2340 0.2501 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2340 0.1145 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2340 0.1782 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2340 0.1004 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2340 0.0473 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2340 0.0391 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2340 0.0881 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2340 0.1095 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2340 0.0379 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2340 0.045 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2340 0.0425 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2340 0.0991 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2400 0.0882 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2400 0.1222 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2400 0.1266 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2400 0.0904 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2400 0.1317 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2400 0.0664 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2400 0.1555 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2400 0.0699 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2400 0.003 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2400 0.0091 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2400 0.0916 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2400 0.1823 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2400 0.2422 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2400 0.057 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2400 0.1401 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2400 0.0171 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2400 0.0087 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2400 0.0722 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2400 0.1922 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2400 0.1764 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2400 0.0806 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2400 0.1223 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2400 0.0947 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2400 0.0978 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2400 0.1371 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2400 0.2744 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2400 0.1628 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2400 0.1643 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2400 0.1548 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2400 0.097 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2400 0.1029 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2400 0.1988 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2400 0.2223 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2400 0.1287 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2400 0.244 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2400 0.2268 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2400 0.1991 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2400 0.209 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2400 0.0538 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2400 0.1226 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2400 0.1 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2400 0.1242 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2400 0.1562 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2400 0.0726 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2400 0.123 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2400 0.1194 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2400 0.1213 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2400 0.0546 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2400 0.2493 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2400 0.1148 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2400 0.1789 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2400 0.1004 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2400 0.0474 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2400 0.0389 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2400 0.088 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2400 0.1097 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2400 0.0383 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2400 0.0451 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2400 0.0418 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2400 0.0992 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2460 0.087 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2460 0.1227 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2460 0.1276 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2460 0.0883 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2460 0.1318 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2460 0.0681 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2460 0.1553 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2460 0.0687 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2460 0.0028 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2460 0.0086 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2460 0.0932 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2460 0.1837 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2460 0.2427 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2460 0.0575 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2460 0.1411 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2460 0.0178 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2460 0.0088 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2460 0.0717 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2460 0.1921 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2460 0.1764 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2460 0.0814 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2460 0.1243 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2460 0.0934 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2460 0.0978 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2460 0.1367 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2460 0.2768 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2460 0.1625 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2460 0.1637 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2460 0.1563 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2460 0.097 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2460 0.1031 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2460 0.1994 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2460 0.223 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2460 0.1305 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2460 0.2448 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2460 0.2278 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2460 0.1995 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2460 0.2098 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2460 0.0534 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2460 0.1225 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2460 0.1007 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2460 0.1203 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2460 0.1534 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2460 0.0741 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2460 0.1242 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2460 0.1202 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2460 0.1211 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2460 0.0547 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2460 0.2499 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2460 0.115 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2460 0.1786 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2460 0.1038 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2460 0.0453 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2460 0.0383 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2460 0.089 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2460 0.11 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2460 0.0382 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2460 0.0444 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2460 0.0413 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2460 0.0995 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2520 0.0948 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2520 0.1227 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2520 0.1272 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2520 0.0996 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2520 0.1337 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2520 0.0596 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2520 0.1558 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2520 0.073 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2520 0.0036 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2520 0.0108 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2520 0.0875 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2520 0.182 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2520 0.2457 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2520 0.0558 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2520 0.1373 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2520 0.016 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2520 0.0099 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2520 0.0754 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2520 0.1963 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2520 0.1783 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2520 0.0814 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2520 0.119 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2520 0.1013 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2520 0.0982 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2520 0.1375 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2520 0.2712 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2520 0.1636 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2520 0.1655 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2520 0.1568 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2520 0.0995 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2520 0.1047 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2520 0.2013 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2520 0.2243 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2520 0.1252 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2520 0.2465 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2520 0.2278 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2520 0.203 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2520 0.2106 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2520 0.0579 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2520 0.1245 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2520 0.0988 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2520 0.1387 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2520 0.1668 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2520 0.0712 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2520 0.1216 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2520 0.121 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2520 0.1232 "trk1KO" "AFEX SynH" "2"
"F9" "B4" 2520 0.0567 "art10KO" "AFEX SynH" "2"
"F10" "B4" 2520 0.2573 "ldb19KO" "AFEX SynH" "2"
"F11" "B4" 2520 0.1165 "BY4741" "AFEX SynH" "2"
"G2" "B4" 2520 0.1796 "BY4741" "AFEX SynH" "2"
"G3" "B4" 2520 0.0927 "sat4KO" "AFEX SynH" "2"
"G4" "B4" 2520 0.0566 "hal5KO" "AFEX SynH" "2"
"G5" "B4" 2520 0.0406 "ilt1KO" "AFEX SynH" "2"
"G6" "B4" 2520 0.0863 "aly1KO" "AFEX SynH" "2"
"G7" "B4" 2520 0.1106 "trk2KO" "AFEX SynH" "2"
"G8" "B4" 2520 0.0393 "trk1KO" "AFEX SynH" "2"
"G9" "B4" 2520 0.0465 "art10KO" "AFEX SynH" "2"
"G10" "B4" 2520 0.0454 "ldb19KO" "AFEX SynH" "2"
"G11" "B4" 2520 0.1009 "BY4741" "AFEX SynH" "2"
"B2" "B4" 2580 0.0933 "BY4741" "AFEX SynH" "2"
"B3" "B4" 2580 0.1227 "sat4KO" "AFEX SynH" "2"
"B4" "B4" 2580 0.1273 "hal5KO" "AFEX SynH" "2"
"B5" "B4" 2580 0.0973 "ilt1KO" "AFEX SynH" "2"
"B6" "B4" 2580 0.1337 "aly1KO" "AFEX SynH" "2"
"B7" "B4" 2580 0.0615 "trk2KO" "AFEX SynH" "2"
"B8" "B4" 2580 0.1565 "trk1KO" "AFEX SynH" "2"
"B9" "B4" 2580 0.0727 "art10KO" "AFEX SynH" "2"
"B10" "B4" 2580 0.0034 "ldb19KO" "AFEX SynH" "2"
"B11" "B4" 2580 0.0105 "BY4741" "AFEX SynH" "2"
"C2" "B4" 2580 0.0886 "BY4741" "AFEX SynH" "2"
"C3" "B4" 2580 0.183 "sat4KO" "AFEX SynH" "2"
"C4" "B4" 2580 0.2463 "hal5KO" "AFEX SynH" "2"
"C5" "B4" 2580 0.0562 "ilt1KO" "AFEX SynH" "2"
"C6" "B4" 2580 0.1387 "aly1KO" "AFEX SynH" "2"
"C7" "B4" 2580 0.0162 "trk2KO" "AFEX SynH" "2"
"C8" "B4" 2580 0.0094 "trk1KO" "AFEX SynH" "2"
"C9" "B4" 2580 0.0746 "art10KO" "AFEX SynH" "2"
"C10" "B4" 2580 0.1978 "ldb19KO" "AFEX SynH" "2"
"C11" "B4" 2580 0.1787 "BY4741" "AFEX SynH" "2"
"D2" "B4" 2580 0.0813 "BY4741" "AFEX SynH" "2"
"D3" "B4" 2580 0.1202 "sat4KO" "AFEX SynH" "2"
"D4" "B4" 2580 0.1 "hal5KO" "AFEX SynH" "2"
"D5" "B4" 2580 0.0983 "ilt1KO" "AFEX SynH" "2"
"D6" "B4" 2580 0.138 "aly1KO" "AFEX SynH" "2"
"D7" "B4" 2580 0.2736 "trk2KO" "AFEX SynH" "2"
"D8" "B4" 2580 0.1641 "trk1KO" "AFEX SynH" "2"
"D9" "B4" 2580 0.1659 "art10KO" "AFEX SynH" "2"
"D10" "B4" 2580 0.1572 "ldb19KO" "AFEX SynH" "2"
"D11" "B4" 2580 0.0992 "BY4741" "AFEX SynH" "2"
"E2" "B4" 2580 0.1043 "BY4741" "AFEX SynH" "2"
"E3" "B4" 2580 0.202 "sat4KO" "AFEX SynH" "2"
"E4" "B4" 2580 0.2249 "hal5KO" "AFEX SynH" "2"
"E5" "B4" 2580 0.1265 "ilt1KO" "AFEX SynH" "2"
"E6" "B4" 2580 0.2465 "aly1KO" "AFEX SynH" "2"
"E7" "B4" 2580 0.2282 "trk2KO" "AFEX SynH" "2"
"E8" "B4" 2580 0.2033 "trk1KO" "AFEX SynH" "2"
"E9" "B4" 2580 0.2111 "art10KO" "AFEX SynH" "2"
"E10" "B4" 2580 0.0573 "ldb19KO" "AFEX SynH" "2"
"E11" "B4" 2580 0.1246 "BY4741" "AFEX SynH" "2"
"F2" "B4" 2580 0.0993 "BY4741" "AFEX SynH" "2"
"F3" "B4" 2580 0.1365 "sat4KO" "AFEX SynH" "2"
"F4" "B4" 2580 0.166 "hal5KO" "AFEX SynH" "2"
"F5" "B4" 2580 0.0709 "ilt1KO" "AFEX SynH" "2"
"F6" "B4" 2580 0.1219 "aly1KO" "AFEX SynH" "2"
"F7" "B4" 2580 0.12 "trk2KO" "AFEX SynH" "2"
"F8" "B4" 2580 0.1239 "trk1KO" "AFEX SynH" "2"
